codigo_barras,descricao,marca,grupo,quantidade,acucaresAdicionadosG,acucaresG,calcioMg,carboidratoG,cobreMg,colesterolMg,energiaKcal,energiaKj,ferroMg,fibraG,fosforoMg,gordurasMonoinsaturadasG,gordurasPoliinsaturadasG,gordurasSaturadasG,gordurasTransG,lipideosG,magnesioMg,manganesMg,niacinaMg,piridoxinaMg,potassioMg,proteinaG,retinolMcg,riboflavinaMg,sodioMg,tiaminaMg,vitaminaCMg,zincoMg
7891025121619,Sobremesa Láctea Chocolate Ao Leite Danette Bandeja 540g 6 Unidades Embalagem Econômica,DANETTE,,540g,,18.8889,100,22.2222,,,145.5556,610,,0.5556,80,,,3.1111,,4.7778,,,,,180,3,,,137.7778,,,
7891025121626,Bebida Láctea Fermentada Morango Danone Bandeja 510g 6 Unidades,MORANGO,,510g,,,,15.2941,,,70.5882,295.3412,,,,,,,,0,,,,,,2.2353,,,,,,
7891025121633,Bebida Láctea Fermentada Morango Mix De Frutas Danone Bandeja 510g 6 Unidades,MORANGO,,510g,,,,14.1176,,,65.8824,275.6518,,,,,,,,0,,,,,,2.2353,,,,,,
7891025121640,Bebida Láctea Fermentada Morango Danone Kids Bandeja 510g 6 Unidades,MORANGO,,510g,,,,14.1176,,,65.8824,275.6518,,,,,,,,0,,,,,,2.2353,,,,,,
7891025121657,Bebida Láctea Fermentada Maçã E Banana Danone Kids Bandeja 510g 6 Unidades,Danone,,510g,,,,14.1176,,,65.8824,275.6518,,,,,,,,0,,,,,,2.2353,,,,,,
7891025121893,Sobremesa Láctea Creme De Avelã Danette Bandeja 360g 4 Unidades,DANETTE,,360g,,,,22.2222,,,147.7778,618.3022,,,,,,,,0,,,,,,3.1111,,,,,,
7891025121909,"Iogurte Parcialmente Desnatado Coco Danone Garrafa 1,25kg Embalagem Supereconômica",Danone,Produtos lácteos fermentados,1.25kg,0,0,75,10.5,,,64,268,,0,,,,1.1,,1.55,,,,,,2.4,,,15.8,,1.15,
7891025121916,"Iogurte Parcialmente Desnatado Vitamina De Frutas Danone Garrafa 1,25kg Embalagem Supereconômica",Danone,en:fruit-yogurts,1.25kg,0,0,75,10.5,,,66,276,,0,,,,1,,1.55,,,,,,2.75,,,0,,1.15,
7891025121923,"Iogurte Parcialmente Desnatado Morango Danone Garrafa 1,25kg Embalagem Supereconômica",MORANGO,Sobremesas lácteas,1.25kg,7.5,10.5,75,11,,,68,293,,0,,,,1,0,1.55,,,,,,2.45,,,0,,0,
7891025121930,Sobremesa Láctea Doce De Morango Danette Bandeja 180g 2 Unidades,DANETTE,,180g,,,,10.5556,,,67.2222,281.2578,,,,,,,,0,,,,,,1.3889,,,,,,
7891025121947,Sobremesa Láctea Doce De Morango Danette Bandeja 360g 4 Unidades,DANETTE,,360g,,,,21.1111,,,134.4444,562.5156,,,,,,,,0,,,,,,2.7778,,,,,,
7891025121954,Iogurte Integral Morango Danone Squeeze 90g,INTEGRAL,,90g,,,,13.3333,,,95.5556,399.8044,,,,,,,,0,,,,,,3.3333,,,,,,
7891025121961,Iogurte Integral Coco Danone Squeeze 90g,INTEGRAL,,90g,,,,12.2222,,,91.1111,381.2089,,,,,,,,0,,,,,,3.3333,,,,,,
7891025122005,Iogurte Integral Vitamina De Frutas Danoninho Defensis Squeeze 90g,DANONINHO,,90g,,,,12.2222,,,91.1111,381.2089,,,,,,,,0,,,,,,3.2222,,,,,,
7891025122050,YoPro - Chocolate 1L,Danone,,,,,,8.4,,,68.8,286.24,,,,,,,,1.12,,,,,,6,,,,,,
7891025122067,Yopro morango,Yopro,,250 ml,,5.6,220,6.4,,,59.2,247.8,,,,,,0.6,,1,,,,,,6,,,127.2,,,
7891025122074,Iogurte Desnatado Vitamina De Frutas Zero Lactose Corpus Garrafa 850g,Corpus,,850g,,,,7.2,,,42,175.728,,,,,,,,0,,,,,,3.4,,,,,,
7891025122203,Leite Fermentado Parcialmente Desnatado Vitamina De Frutas Activia Garrafa 1kg Embalagem Econômica,ACTIVIA,,1kg,,,,12.5,,,69,288.696,,,,,,,,0,,,,,,2.35,,,,,,
7891025122241,Queijo Petit Suisse Morango Danoninho Ice Squeeze 70g,DANONINHO,,70g,,,,12,,,98.5714,412.4229,,,,,,,,0,,,,,,6.1429,,,,,,
7891025122289,Iogurte Cremoso Morango Danone Especial Bandeja 510g 6 Unidades,CREMOSO,,510g,,,,13.3333,,,92.2222,385.8578,,,,,,,,0,,,,,,3,,,,,,
7891025122296,Iogurte Integral Cremoso Original Danone Especial Bandeja 510g 6 Unidades,INTEGRAL,,510g,,,,11.6471,,,89.4118,374.0988,,,,,,,,0,,,,,,3.4118,,,,,,
7891025122364,Queijo Petit Suisse Tutti Frutti Danoninho Ice Squeeze 70g,DANONINHO,,70g,,,,11.8571,,,100,418.4,,,,,,,,0,,,,,,6.1429,,,,,,
7891025122371,Iogurte Parcialmente Desnatado Melancia Danoninho Frasco 100g,DANONINHO,,100g,,,,12,,,68,284.512,,,,,,,,0,,,,,,2.8,,,,,,
7891025122432,Leite Fermentado Morango Zero Lactose Activia Shot Diário Frasco 100g,ACTIVIA,Bebidas lácteas.,100g,0,0,88,11,,,58,243,,1.5,,,,0,,0,,,,,,3.6,,,0,,,
7891025122722,Queijo Petit Suisse Sorvete De Creme Doce De Leite Danoninho Bandeja 320g 8 Unidades,DANONINHO,,320g,,,,11.75,,,100,418.4,,,,,,,,0,,,,,,6.25,,,,,,
7891025122739,Queijo Petit Suisse Sorvete De Creme Danoninho Squeeze 70g,DANONINHO,,70g,,,,11.8571,,,98.5714,412.4229,,,,,,,,0,,,,,,6.2857,,,,,,
7891025122746,Sobremesa Láctea Gold Chocolate Branco Com Toque De Caramelo Danette Bandeja 180g 2 Unidades,DANETTE,,180g,,,,21.1111,,,134.4444,562.5156,,,,,,,,0,,,,,,2.7778,,,,,,
7891025122753,Sobremesa Láctea Gold Chocolate Branco Com Toque De Caramelo Danette Bandeja 360g 4 Unidades,DANETTE,,360g,,,,21.1111,,,134.4444,562.5156,,,,,,,,0,,,,,,2.7778,,,,,,
7891025123019,Iogurte Grego Calda Abacaxi Com Raspas De Limão Danone Pote 90g,Danone,,90g,,,,17.7778,,,133.3333,557.8667,,,,,,,,0,,,,,,4.4444,,,,,,
7891025123026,Iogurte Grego Calda Blueberry Danone Pote 90g,Danone,en:greek-style-yogurts,90g,,,,17.7778,,,133.3333,557.8667,,,,,,,,0,,,,,,4.5556,,,,,,
7891025123033,Iogurte Grego Calda Fondue De Chocolate E Morango Danone Pote 90g,MORANGO,,90g,,,,17.7778,,,135.5556,567.1644,,,,,,,,0,,,,,,4.6667,,,,,,
7891025123040,Iogurte Grego Calda Flocos Danone Pote 90g,Danone,en:greek-style-yogurts,90g,,,,17.7778,,,145.5556,609.0044,,,,,,,,0,,,,,,4.4444,,,,,,
7891025123057,Iogurte Grego Calda Frutas Vermelhas Danone Pote 90g,Danone,en:greek-style-yogurts,90g,,,163.3333,17.7778,,,134.4444,562.7778,,0,,,,3.1111,0,5,,,,,,4.4444,,,64.4444,,,
7891025123064,Iogurte Grego Tradicional Danone Pote 90g,Danone,Produtos Lácteos Fermentados,90g,3.5156,7.2197,108.8159,14.4444,0.0106,22.2416,131.1111,548.1111,0.0466,0.3127,87.5088,,,4.1045,,5.7778,10.3837,0.0049,0.1013,0.0401,139.1874,5.2222,49.2993,0.1734,62.2222,0.0376,1.0095,0.3697
7891025123095,Manteiga Extra Sem Sal Danone Pote 200g,Danone,,200g,,,,0,,,750,3138,,,,,,,,0,,,,,,0,,,,,,
7891025123101,Manteiga danone,Da none,,,,,,,,,720,,,,,,,,,80,,,,,,,,,,,,
7891025123132,Manteiga Extra sem Sal,Danone,Manteigas,200g,0,0,82.2,0,0.0075,90.6,750,3140,0.098,0,66.2,,,55,,83,8.13,0.0031,0.15,0.035,105,0,211,0.18,0,0.028,0.3,0.27
7891025123149,Manteiga extra com sal Danone 200 g,Danone,Butters,200 g,0,0,,0,,,765,3145,,0,,,,56,,85,,,,,,0,,,493,,,
7891025123156,Leite Fermentado Integral Ameixa Activia Bandeja 340g 4 Unidades,INTEGRAL,,340g,,,,11.7647,,,92.9412,388.8659,,,,,,,,0,,,,,,3.6471,,,,,,
7891025123163,Leite Fermentado Integral Morango Activia Bandeja 340g 4 Unidades,INTEGRAL,,340g,,,,11.7647,,,90.5882,379.0212,,,,,,,,0,,,,,,3.5294,,,,,,
7891025123170,Leite Fermentado Integral Aveia Activia Bandeja 340g 4 Unidades,INTEGRAL,,340g,,,,11.7647,,,92.9412,388.8659,,,,,,,,0,,,,,,3.6471,,,,,,
7891025123194,Leite Fermentado Integral Ameixa Activia Bandeja 510g 6 Unidades,INTEGRAL,,510g,,,,11.7647,,,92.9412,388.8659,,,,,,,,0,,,,,,3.6471,,,,,,
7891025123200,Activia,Danone,,,,,,11.7647,,,90.5882,381.8824,,,,,,2.1176,,3.2941,,,,,,3.5294,,,,,,
7891025123217,Leite Fermentado Integral Aveia Mamão E Cereais Activia Bandeja 510g 6 Unidades,INTEGRAL,,510g,,,,11.7647,,,92.9412,388.8659,,,,,,,,0,,,,,,3.6471,,,,,,
7891025123231,Leite Fermentado Integral Morango Activia Bandeja 680g 8 Unidades Embalagem Econômica,INTEGRAL,,680g,,,,0,,,90.5882,379.0212,,,,,,,,0,,,,,,0,,,,,,
7891025123248,Activia BJ Mamão e Cereiais,ACTIVIA,,680g,,,,11.7647,,,92.9412,388.2353,,,,,,2.1176,,3.4118,,,,,,3.6471,,,,,,
7891025123255,Leite Fermentado Desnatado Ameixa Zero Lactose Activia Zero Bandeja 510g 6 Unidades,ACTIVIA,,510g,,,,6.8,,,47,196.648,,,,,,,,0,,,,,,5,,,,,,
7891025123323,Iorgute Morango,Topei,,,,3.88,120,4,,,64.8,273.52,,0,,,,0.6,,0.96,,,,,,10,,,62,,,
7891025123354,Iogurte Integral Grego Frutas Vermelhas Danone Bandeja 340g 4 Unidades,INTEGRAL,,340g,,,,17.6471,,,122.3529,511.9247,,,,,,,,0,,,,,,4.3529,,,,,,
7891025123361,Iogurte Integral Grego Original Danone Bandeja 340g 4 Unidades,Danone,en:greek-style-yogurts,340g,19,16.4706,200,16.4706,0.0129,8.492,122.3529,511.7647,0.0629,0,85.1035,,,2.5882,,4.1176,10.2868,,0.0924,0.0434,138.286,4.8235,19.8732,0.1645,78.8235,0.0343,1.0284,0.3707
7891025123378,Iogurte Integral Grego Original Frutas Vermelhas Danone Bandeja 510g 6 Unidades,INTEGRAL,,510g,,,183.3333,14.4444,,,131.1111,548.1111,,0,,,,3.7778,0,5.7778,,,,,,5.2222,,,62.2222,,,
7891025123385,Iogurte Parcialmente Desnatado Grego Original Maracujá Light Danone Bandeja 510g 6 Unidades,ORIGINAL,,510g,,,,10.1176,,,80,334.72,,,,,,,,0,,,,,,5.2941,,,,,,
7891025123392,Iogurte Parcialmente Desnatado Grego Original Morango Light Danone Bandeja 510g 6 Unidades,ORIGINAL,,510g,,,,10.2353,,,81.1765,344.3529,,,,,,,,2.1176,,,,,,5.4118,,,172.9412,,,
7891025123460,Iog. Activia cereais 800g,ACTIVIA,,800g,,9.9,,14,,,76,317.8,,,,,,0.7,,1.1,,,,,,2.3,,,,,,
7891025123484,Vitamina de Frutas,ACTIVIA,en:Drinkable yogurts,800 g,,13,100,14,,,76,317.8,,,42,,,0.7,,1.1,,,,,,2.3,,,35,,,
7891025123545,YoPro morango,,,,,3.1,,3.5,,,53,,,,,,,,,,,,,,,9.5,,,,,,
7891025123552,YoPRO Natural 17g,Danone,,,,3.2,,5.1,,,90,,,,,,,,,,,,,,,17,,,,,,
7891025123828,Leite Fermentado Tradicional Zero Lactose Activia Shot Diário Frasco,ACTIVIA,Bebidas lácteas,510g,0,0,140,6,,,44,184,,0,,,,1,,1.5,,,,,,5,,,0,,,
7891025123873,Queijo Petit Suisse Morango Banana Danoninho Bandeja 160g 4 Unidades,DANONINHO,,160g,,,,12,,,100,418.4,,,,,,,,0,,,,,,6.25,,,,,,
7891025123880,Queijo Petit Suisse Morango Danoninho Bandeja 160g 4 Unidades,DANONINHO,,160g,,,,12,,,100,418.4,,,,,,,,0,,,,,,6.25,,,,,,
7891025124023,Zero Sabor Ameixa,ACTIVIA,Iogurtes,800 g,,6.1,,8,,,49,205.8,,1.5,,,,0,,0,,,,,,3.4,,,48,,,
7891025124030,Activia Triplo Zero - Morango,Danone,en:Drinkable yogurts,800 g,0,6,88,8,0,0,49.5,206.65,0,1.5,0,0,0,0,0,0,0,0,,,0,3.45,0,,47.5,,0,0
7891025124047,Activia probióticos vivos,,,,,5.5,,8,,,50,,,1.5,,,,,,,,,,,,3.4,,,,,,
7891025124108,Activia Yogurt,Danone,,,,13,33.5,14,,,75.5,319.55,,0.45,67,,,0.35,,1.05,,,,,,2.3,,,,,,
7891025124122,Iogurte Ameixa,ACTIVIA,,,,13,100,14,,,76,318,,,42,,,0.7,,1.1,,,,,,2.3,,,35,,,
7891025124139,Iogurte morango - Activia,,,,,6.5,,7,,,38,158.9,,,,,,0.35,,0.55,,,,,,1.15,,,,,,
7891025124160,Corpus triplo zero,Danone,,,,6,,7.1,,,42,178.5,,,,,,,,0,,,,,,3.4,,,,,,
7891025124177,Corpus Morango Triplo Zero,Danone,Iogurtes líquidos,800 g,0,6.5,129,7.6,,,44,187,,,,,,,,0,,,,,,3.4,,,56,,,
7891025124207,Danone YoPro 15G proteína 500G,Danone,,,,4.8,120,4.8,,,50,210.24,,,,,,0.48,,0.72,,,,,,6,,,49.2,,,
7891025124214,Yopro 2x,Yopro,,,,,,24,,,260,1051.2,,,,,,1.4,,3.6,,,,,,30,,,,,,
7891025124252,Yopro Energy Boost Sabor Cappuccino,Danone,,,,6.8,181.2,8,,,63.6,269.52,,0.24,,,,0.48,,0.8,,,,,,6,,,149.2,,,
7891025124269,Yopro cappuccino,Danone,,,0,6.8,181.2,8,,,63.6,268,,0,,,,0.48,0,0.8,,,,,,6,,,149.2,,,
7891025124290,Yopro,Yopro,,,0,3.1875,93.75,3.6875,,,52.5,222.0625,,,,,,,,0,,,,,,9.375,,,28.125,,,
7891025124320,Leite Fermentado c/Fibras Danone,"Activia, Danone S.A.",en:milks,,10,11,93,11,,,61,255,,3.3,,,,0,,0,,,,,,2.5,,,31,,,
7891025124337,Leite Fermentado,ACTIVIA,,,,11,93,11,,,81.3333,255.9,,3.3,,,,0,,0,,,,,,2.5,,,31,,,
7891025124443,iogurte líquido Danone quaker 800g morango e aveia,Danone,,,,10,,10.5,,,66,279.2,,0.55,,,,0.95,,1.5,,,,,,2.4,,,,,,
7891025124467,Iorgute batido e aveia,Danone,,,,10,,11,,,68.5,288.1,,0.6,,,,0.95,,1.5,,,,,,2.4,,,,,,
7891025124535,Danoninho,,,,,,,8,,,70,2872.7,,,,,,,,73,,,,,,2.1,,,,,,
7891025124559,Iogurte proteico - Danone - Danone - Danone,Danone,,,,,,5.3,,,46.3636,192.5,,,,,,0.4,,0.7,,,,,,4.5,,,,,,
7891025124566,Danone mais proteínas,Danone,,,0,4.5455,126.3636,5.4545,,,47.2727,191.8636,,,,,,0.3182,0,0.5909,,,,,,4.5455,,,47.2727,,,
7891025124573,Iogurt de morango,Danone,,,0,5.375,216.875,5.6875,0,,56.875,239.9375,0,0,0,,,0.625,,1,0,0,,,,6.25,0,,54.375,,0,0
7891025124597,BAUNILHA,Danone,,,,5.375,,5.5625,,,56.25,237.8125,,,,,,0.625,,1,,,,,,6.25,,,,,,
7891025124603,Iogurte Semidesnatado Natural Zero Lactose Danone,Danone,Iogurtes,160 g,0,5.4375,216.25,5.4375,,,55.625,235.6875,,,,,,0.625,,1,,,,,,6.25,,,54.375,,,
7891025124627,YoPRO sabor Baunilha,Yopro,Bebidas Lácteas sem Lactose,250 mL,0.0057,6.1,,7.4,,,64,264.8,,,,,,0.6,,1,,,,,,6,,,107,,,
7891025124641,Danoninho Bom dia Morango com Aveia - Danone - Danone - Danone,Danone,,,,11.1111,,12.2222,,,93.3333,391.8889,,,,,,2.2222,,3.4444,,,,,,3.3333,,,,,,
7891025124849,Iogurte batido e aveia,Danone,,,,17,,19,,,117,496.6,,1,,,,1.6,,2.5,,,,,,4.3,,,23.622,,,
7891025124917,Danete cremoso,Danone,,,,,,15,,,116,611,,1.2,,,,,,7.8,,,,,,3.4,,,,,,
7891025125013,yopro doce de leite,Yopro,Leites sem lactose,,,5.6,201.6,6.8,,,60.4,257,,0.28,,,,0.6,,1,,,,,,6,,,92,,,
7891025125020,Leite Fermentado Parcialmente Desnatado Pêssego Activia Garrafa 800g,"Activia,Danone",en:milks,800g,0,0,140,20,0.012,2.5,143,600,0.03,0,99,,,1.1,,3,11.6,0.0055,0.092,0.044,157,5,1.78,0.18,0,0.043,1.3,0.42
7891025125037,Leite ferm activia 170g kiwi,ACTIVIA,,,8.8235,11.7647,,12.9412,,,70,296.2941,,0.4118,,,,0.7059,,1,,,,,,2.1176,,,36.4706,,,
7891025125044,Iogurte activia pêssego,,,,,12.5,,13,,,70.5,299.6,,0.4,,,,0.7,,1.05,,,,,,2.15,,,36.5,,,
7891025125051,Leite ferm kiwi,"Activia,Danone",Bebidas Lácteas.,800 g,0,0,140,20,0.012,2.5,143,600,0.03,0,99,,,1.1,,3,11.6,0.0055,0.092,0.044,157,5,1.78,0.18,0,0.043,1.3,0.42
7891025125150,Yopro + Recovery Boost Shake Vanilla,Danone,,,,,,5.2,,,67.2,283.28,,,,,,,,1.04,,,,,,9.2,,,,,,
7891025125167,YOPRO Recovery Boost Shake Chocolate,Danone,,,0,4.8,214,5.2,,,68.4,289.88,,0.64,,,,0.68,0,1.08,,,,,,9.2,,,92.8,,,
7891025125181,iogurte morango,Yopro,,,0,3.9,142.4,4.1,,,62.4,263.1,,0,,,,0.6,0,1,,,,,,9.2,,,62,,,
7891025125365,Danone 5x0 morango,Danone,en:fermented-drinks,1200,0.3418,4,105,4.8,,,31.5,133.45,,,,,,,,0,,,,,,3.05,,,20.5,,,
7891025125372,Iogurte de morango Zero,Danone,,,,,,4.8,,,31,132.6,,,,,,,,0,,,,,,3,,,,,,
7891025125501,Shake Cheesecake De Frutas Vermelhas,Yopro,,,,5.8,,6.7,,,60,252.9,,0,,,,0.6,,1,,,,,,6,,,91,,,
7891025201786,Iorgute Danette Chocolate ao Leite,DANETTE,,360g,,,,22.2222,,,144.4444,610.8889,,0.6667,,,,3.1111,,4.7778,,,,,,3,,,,,,
7891025290100,Leite Desnatado Uht Paulista 1 Litro Danone,Danone,,1l,,,,5,,,35,146.44,,,,,,,,0.35,,,,,,3,,,,,,
7891025290117,Leite Paulista 1l S Desnatado Garrafa,PAULISTA,,1l,,,,4.9,,,41.5,173.636,,,,,,,,1.1,,,,,,3,,,,,,
7891025290124,Leite Integral Paulista Garrafa 1 Litro,PAULISTA,,1l,,,,4.8,,,60,251.04,,,,,,,,3.2,,,,,,3,,,,,,
7891025320555,IOGURTE,,,,,1.75,,1.8333,,,11.3333,47.6667,,,,,,0.1667,,0.2583,,,,,,0.4083,,,,,,
7891025320616,Iogurte Grego Tradicional Com Mel Danone Bandeja 400g 4 Unidades,Danone,Iogurtes gregos,400g,,,,16,,,118,493.712,,,,,,,,4,,,,,,4.6,,,,,,
7891025320623,Iogurte Grego Frutas Vermelhas Danone Bandeja 400g 4 Unidades,Danone,,400g,,,,16,,,108,451.872,,,,,,,,3.2,,,,,,3.7,,,,,,
7891025500483,Mais proteínas danone morango,,,,,5.375,,5.6875,,,56.875,239.9375,,,,,,0.625,,1,,,,,,6.25,,,54.375,,,
7891025699880,Requeijão Cremoso Danone,Danone,Produtos lácteos,200g,0,,280,4.6667,0,,253.3333,1060,0,,0,,,13.6667,,21.3333,0,0,,,,10.3333,0,,505,,0,0
7891025700258,Leite Fermentado Integral Aveia Mamão E Cereais Activia Bandeja 800g 8 Unidades Grátis 1 Unidade,SUSTAIN,,800g,,,,15,,,104,435.136,,,,,,,,3.3,,,,,,3.4,,,,,,
7891025700654,Sustain,Danone,,,,8.75,,87.5,,,362.5,,,,,,,,,,,,,,,2.5,,,,,,
7891025700661,Pó para mistura de líquidos,"Sustain, Danone",,,,20,,87.5,,,365,,,,,,,,,,,,,,,3,,,,,,
7891025700982,Leite Fermentado Tradicional Semi Desnatado Actimel Pack 600g 6 Unidades,ACTIMEL,,600g,,,,13,,,78,326.352,,,,,,,,1.6,,,,,,2.8,,,,,,
7891027223328,Pão cristal,,,,,,,8,,,220,,,12,,,,,,,,,,,,8,,,700,,,
7891027223526,Pao integral,,,,,,,42,,,320,1399.6,,4.8,,,,2.4,,14,,,,,,7.6,,,,,,
7891027223816,"Pão de forma cacau, gotas de chocolate e castanha do Pará - Cristal Gold - Cristal Gold - Cristal Gold",,,,,38,,44,,,318,1411.6,,9.6,,,,4,,12,,,,,,8.4,,,,,,
7891029006394,Massa ADRIA Semola Lasanha,ADRIA,Massa alimentícia,500g,0,0,,73.75,,,346.25,1491.625,,2.75,,,,0.5,,1.125,,,,,,10.25,,,25,,,
7891030002033,Leite condensado integral,,,,,,,55,,,330,1350,,,,,,5,,8,,,,,,7,,,150,,,
7891030002354,mococa,Mococa,gl:leite,,0,4.6,120,4.6,,,58,243.6,,0,,,,1.9,0,3,,,,,,3.2,,,64,,,
7891030002361,Leite semidesnatado,,,,,9.2,,9.2,,,80,339.2,,,,,,1.2,,2,,,,,,6.4,,,128,,,
7891030003016,Mocoquinho sabor chocolate,Moccona,1zyyhx,200ml,7,11.5,45,11.5,,,67.5,282.35,,,,,,0.95,,1.75,,,,,,1.3,60,,85500,,,
7891030003115,Creme de Leite Leve UHT,Momoca,Cremes UHT,200g,0,4,,4,,,160,692,,0,,,,9.3333,0.6667,15.3333,,,,,,3.3333,,,73333.3333,,,
7891030003467,Creme de Leite Leve UHT,Mococa,Leites UHT,200g,0,4.3,,4.3,,,162,680.4,,0,,,,9.2,0.5,15,,,,,,3.1,,,71,,,
7891030300139,Queijo Ralado,,,,,,,1,,,41,196,,,,,,1,,3,,,,,,4,,,,,,
7891030300207,Mistura Láctea Condensada,Mococa,Leche condensada,395 g,45,56,,58,,,337,1373.4,,0,,,,2.5,0,9,,,,,,3.2,,,180,,,
7891030300290,Leite Condensado Mococa,Momoca,Leites condensados,395g,45,55,250,55,,,330,1358.5,,0,,,,5,,8,,,,,,7.5,,,130,,,
7891030300306,"Mistura de leite, soro de leite, creme de leite e gordura vegetal",Mococa,Alimentos fermentados.,,0,,,4,,,166.6667,669.3333,,,,,,6.6667,,15.3333,,,,,,2,,,86.6667,,,
7891030300320,Mezcla Láctea Condensada Azucarada,Mococa,Leche condensada,14 oz (395 g),2.8125,,205,55,,5.5,335,1405,0,0,,,,2.5,0,9,,,,,,5,0,,130,,0,
7891031102404,Cebolinha Em Conserva Hemmer Vidro 400g,HEMMER,,400g,,,,6.8,,,36,150.624,,,,,,,,0,,,,,,0,,,,,,
7891031110034,Palmito Açaí Em Conserva Tolete Hemmer Vidro 300g,HEMMER,,300g,,,,4,,,30,125.52,,,,,,,,0,,,,,,3,,,,,,
7891031110072,Palmito Juçara Em Conserva Tolete Hemmer Vidro 300g,HEMMER,,300g,,,,3.8,,,30,125.52,,,,,,,,0,,,,,,2.8,,,,,,
7891031112120,Pepinos Rodela Agridoce Hemmer,HEMMER,en:plant-based-pickles,800 g,5.096,9.1,,11,,,44,187,,,,,,0,,0,,,,,,0,,,640,,,
7891031112304,Pepino Em Conserva Suave Hemmer Vidro 300g,HEMMER,,300g,,5.7,,7.5,,,34,144.2,,0.6,,,,,,0,,,,,,0.7,,,540,,,
7891031112403,pepinos em vinagre,Tauá,en:canned-vegetables,300 g,5.814,,,2,,,12,153,,,,,,0,,0,,,,,,7,,,325.12,,,
7891031113301,Picles Hemmer Suave Conserva,HEMMER,,,,,,6,,,40,167.36,,,,,,,,0,,,,,,0,,,,,,
7891031116944,Azeitona,HEMMER,,,,,,3.9,,,161,664.7,,3.3,,,,2,,15,,,,,,1,,,1771,,,
7891031403129,Pimenta Biquinho Hemmer 200G,HEMMER,,,0,0.1,,0.6,,,21,15.6,,,,,,0.1,,0.1,,,,,,0.1,,,1293.6,,,
7891031403211,Molho de Pimenta,HEMMER,en:Hot sauces,150 ml,0,0.4075,303.6028,24.8038,0.6421,0,210.4875,880.7625,10.7244,16.0625,110.5625,,,1.8125,,4.7062,121.4444,9.4145,0.2875,0.1439,1011.9278,8.32,0,0.0031,3760,0.075,0.25,0.6308
7891031405017,Mostarda Amarela Americana Hemmer Squeeze 200g,HEMMER,Mostardas,200g,0,0,,12.5,,,83.3333,350,,0,,,,0,,0,,,,,,0,,,1000,,,
7891031405031,Mostarda Amarela,HEMMER,en:Groceries,1 kg,0,0,,10.8333,,,83.3333,350,,0,,,,0,0,0,,,,,,0,,,550,,,
7891031405055,Mostarda Amarela Americana Hemmer Squeeze 700g,HEMMER,en:mustards,700g,,,,0,,,83.3333,348.6667,,,,,,,,0,,,,,,0,,,,,,
7891031405284,Mostarda Amarela Americana Hemmer Premium Squeeze 300g,HEMMER,,300g,,,,12.5,,,83.3333,348.6667,,,,,,,,0,,,,,,0,,,,,,
7891031405406,Mostarda Amarela Americana Hemmer Zero Squeeze 200g,HEMMER,,200g,,,,5,,,58.3333,244.0667,,,,,,,,0,,,,,,0,,,,,,
7891031405420,Maionese madeiro,Madeiro,,,,,,,,,746.6667,,,,,,,15.3333,,83.3333,,,,,,1.6667,,,,,,
7891031406014,Mostarda Escura Holandesa Hemmer Squeeze 200g,HEMMER,Mostardas,200g,,,,10,,,108.3333,453.2667,,,,,,,,6.6667,,,,,,0,,,,,,
7891031406052,Mostarda Escura - Hemmer,,,,,,,10,,,108.3333,468.3333,,,,,,,,5,,,,,,6.6667,,,,,,
7891031406403,Mostarda Escura Holandesa Hemmer Zero Squeeze 200g,HEMMER,,200g,,,,5.8333,,,91.6667,383.5333,,,,,,,,0,,,,,,0,,,,,,
7891031409039,Ketchup Tradicional Hemmer Zero Squeeze 310g,HEMMER,Sauces,310g,0,5.1,,6.3,,,283.3333,148.6,,2,,,,0,0,0,,,,,,1.5,,,590,,,
7891031409091,Hemmer ketchup tradicional,HEINZ,Ketchup,1 kg,18,22,,23,,,100,424.2,,1.6,,,,0,,0,,,,,,1.2,,,786,,,
7891031409121,Ketchup Tradicional Hemmer Squeeze 750g,HEMMER,Alimentos processados,750g,20.8333,22.3675,7.7983,0,0.0267,0,125,523,0.1397,0.7443,18.876,,,0.0379,,0,7.9151,0.0643,0.3798,0.0505,163.6823,0,0,0.0157,2041.169,0.0234,9.1953,0.0671
7891031409176,Ketchup,HEMMER,,,,21,,23,,,99,421,,1.2,,,,,,0,,,,,,1.2,,,979,,,
7891031409213,Molho De Tomate Passata Hemmer Vidro 680g,HEMMER,Tomato sauces,680g,0,5.8333,8.137,4,0.0291,0,21.6667,90,0.1201,2.5,26.5548,,,0,,0,10.083,0.066,0.6487,0.0818,255.5049,1.3333,0,0.019,133.3333,0.0389,15.469,0.0869
7891031409404,Ketchup Tradicional,HEMMER,Kétchups,320 g,8.5227,9.2375,9.7884,30,0.029,0,125,525,0.154,0.4091,6.7145,,,0.0011,,0.0682,4.5823,0.0364,0.1477,0.019,66.8881,0.2773,0,0.0068,833.3333,0.0082,2.4432,0.03
7891031409459,Molho Barbecue Hemmer Squeeze 330g,HEMMER,en:barbecue-sauces,330g,18.3333,20.8333,7.195,25,0.0179,0,116.6667,497.5,0.0433,1.6667,1.1275,,,0,0,0.8333,1.2858,0.0098,0.0085,0.0011,4.8561,1.6667,0,0.0006,833.3333,0.0004,0.1375,0.0152
