codigo_taco,descricao,gramas,padrao
378,colher de sopa,30,false
379,porção média,100,true
379,colher de sopa,30,false
380,porção média,100,true
380,colher de sopa,30,false
381,porção média,100,true
381,colher de sopa,30,false
382,porção média,100,true
382,colher de sopa,30,false
383,porção média,100,true
383,colher de sopa,30,false
384,porção média,100,true
384,colher de sopa,30,false
385,porção média,100,true
385,colher de sopa,30,false
386,porção média,100,true
386,colher de sopa,30,false
387,porção média,100,true
387,colher de sopa,30,false
388,porção média,100,true
388,colher de sopa,30,false
389,porção média,100,true
389,colher de sopa,30,false
390,porção média,100,true
390,colher de sopa,30,false
391,porção média,100,true
391,colher de sopa,30,false
392,porção média,100,true
392,colher de sopa,30,false
393,porção média,100,true
393,colher de sopa,30,false
394,porção média,100,true
394,colher de sopa,30,false
395,porção média,100,true
395,colher de sopa,30,false
396,porção média,100,true
396,colher de sopa,30,false
397,porção média,100,true
397,colher de sopa,30,false
398,porção média,100,true
398,colher de sopa,30,false
399,porção média,100,true
399,colher de sopa,30,false
400,porção média,100,true
400,colher de sopa,30,false
401,porção média,100,true
401,colher de sopa,30,false
402,porção média,100,true
402,colher de sopa,30,false
403,porção média,100,true
403,colher de sopa,30,false
404,porção média,100,true
404,colher de sopa,30,false
405,porção média,100,true
405,colher de sopa,30,false
406,porção média,100,true
406,colher de sopa,30,false
407,porção média,100,true
407,colher de sopa,30,false
408,porção média,100,true
408,colher de sopa,30,false
409,porção média,100,true
409,colher de sopa,30,false
410,porção média,100,true
410,colher de sopa,30,false
411,porção média,100,true
411,colher de sopa,30,false
412,porção média,100,true
412,colher de sopa,30,false
413,porção média,100,true
413,colher de sopa,30,false
414,porção média,100,true
414,colher de sopa,30,false
415,porção média,100,true
415,colher de sopa,30,false
416,porção média,100,true
416,colher de sopa,30,false
417,porção média,100,true
417,colher de sopa,30,false
418,porção média,100,true
418,colher de sopa,30,false
419,porção média,100,true
419,colher de sopa,30,false
420,porção média,100,true
420,colher de sopa,30,false
421,porção média,100,true
421,colher de sopa,30,false
422,porção média,100,true
422,colher de sopa,30,false
423,porção média,100,true
423,colher de sopa,30,false
424,porção média,100,true
424,colher de sopa,30,false
425,porção média,100,true
425,colher de sopa,30,false
426,porção média,100,true
426,colher de sopa,30,false
427,porção média,100,true
427,colher de sopa,30,false
428,porção média,100,true
428,colher de sopa,30,false
429,porção média,100,true
429,colher de sopa,30,false
430,porção média,100,true
430,colher de sopa,30,false
431,porção média,100,true
431,colher de sopa,30,false
432,porção média,100,true
432,colher de sopa,30,false
433,porção média,100,true
433,colher de sopa,30,false
434,porção média,100,true
434,colher de sopa,30,false
435,porção média,100,true
435,colher de sopa,30,false
436,porção média,100,true
436,colher de sopa,30,false
437,porção média,100,true
437,colher de sopa,30,false
438,porção média,100,true
438,colher de sopa,30,false
439,porção média,100,true
439,colher de sopa,30,false
440,porção média,100,true
440,colher de sopa,30,false
441,porção média,100,true
441,colher de sopa,30,false
442,porção média,100,true
442,colher de sopa,30,false
443,porção média,100,true
443,colher de sopa,30,false
444,porção média,100,true
444,colher de sopa,30,false
445,porção média,100,true
445,colher de sopa,30,false
446,garrafa,200,true
447,colher de sopa,15,true
447,lata,300,false
448,pote,170,true
448,colher de sopa,20,false
448,copo,200,false
449,pote,170,true
449,colher de sopa,20,false
449,copo,200,false
450,pote,170,true
451,pote,170,true
452,pote,170,true
453,colher de sopa,20,true
453,lata,395,false
454,copo,200,true
454,xícara,160,false
454,colher de sopa,15,false
455,copo,200,true
456,colher de sopa,12,true
456,colher de chá,4,false
457,copo,200,true
457,xícara,160,false
457,colher de sopa,15,false
458,copo,200,true
458,xícara,160,false
458,colher de sopa,15,false
459,colher de sopa,12,true
459,colher de chá,4,false
460,frasco,80,true
461,fatia,30,true
461,colher de sopa,25,false
462,fatia,30,true
462,colher de sopa,25,false
463,fatia,20,true
464,colher de sopa ralado,10,true
464,colher de chá,3,false
465,fatia,20,true
466,pote,45,true
467,fatia,20,true
468,colher de sopa,20,true
468,colher de chá,7,false
469,fatia,30,true
469,colher de sopa,25,false
470,copo,200,true
470,dose,50,false
471,copo,200,true
471,dose,50,false
472,copo,200,true
472,dose,50,false
473,copo,200,true
473,dose,50,false
474,copo,200,true
474,dose,50,false
475,copo,200,true
475,dose,50,false
476,copo,200,true
476,dose,50,false
477,copo,200,true
477,dose,50,false
478,copo,200,true
478,dose,50,false
479,copo,200,true
479,dose,50,false
480,copo,200,true
480,dose,50,false
481,copo,200,true
481,dose,50,false
482,copo,200,true
482,dose,50,false
483,copo,200,true
483,dose,50,false
484,unidade,90,true
485,unidade,10,true
486,unidade,33,true
487,unidade,17,true
488,unidade,50,true
489,unidade,50,true
490,unidade,50,true
491,colher de sopa,12,true
491,colher de chá,4,false
492,colher de sopa,12,true
492,colher de chá,4,false
492,sachê,5,false
493,colher de sopa,12,true
493,colher de chá,4,false
494,colher de sopa,12,true
494,colher de chá,4,false
494,sachê,5,false
495,barra pequena,25,true
495,quadradinho,6,false
496,barra pequena,25,true
496,quadradinho,6,false
497,barra pequena,25,true
497,quadradinho,6,false
498,barra pequena,25,true
498,quadradinho,6,false
499,unidade,30,true
500,colher de sopa,25,true
501,colher de sopa,20,true
502,colher de sopa,20,true
503,colher de sopa,20,true
504,unidade,20,true
505,unidade,20,true
506,fatia,30,true
507,colher de sopa,20,true
507,colher de chá,7,false
508,colher de sopa,20,true
509,unidade,40,true
510,pedaço,30,true
511,colher de sopa,8,true
511,colher de chá,3,false
512,colher de sopa,12,true
513,colher de chá,4,true
513,colher de sopa,12,false
514,tablete,15,true
515,colher de sopa,12,true
515,pacote,25,false
516,pitada,0.4,true
516,colher de chá,5,false
516,colher de sopa,15,false
517,pitada,0.4,true
517,colher de chá,5,false
517,colher de sopa,15,false
518,colher de sopa,15,true
518,colher de chá,5,false
519,colher de chá,5,true
519,colher de sopa,15,false
520,porção,100,true
520,colher de sopa,20,false
521,porção,100,true
521,colher de sopa,20,false
522,porção,100,true
522,colher de sopa,20,false
523,porção,100,true
523,colher de sopa,20,false
524,porção,100,true
524,colher de sopa,20,false
525,porção,100,true
525,colher de sopa,30,false
526,porção,100,true
526,colher de sopa,30,false
527,porção,100,true
527,colher de sopa,30,false
528,porção,100,true
528,colher de sopa,30,false
529,porção,100,true
529,colher de sopa,30,false
530,porção,100,true
530,colher de sopa,30,false
531,porção,100,true
531,colher de sopa,30,false
532,porção,100,true
532,colher de sopa,30,false
533,porção,100,true
533,colher de sopa,30,false
534,porção,100,true
534,colher de sopa,30,false
535,porção,100,true
535,colher de sopa,30,false
536,porção,100,true
536,colher de sopa,30,false
537,porção,100,true
537,colher de sopa,30,false
538,porção,100,true
538,colher de sopa,30,false
539,porção,100,true
539,colher de sopa,30,false
540,porção,100,true
540,colher de sopa,30,false
541,porção,100,true
541,colher de sopa,30,false
542,porção,100,true
542,colher de sopa,30,false
543,porção,100,true
543,colher de sopa,30,false
544,porção,100,true
544,colher de sopa,30,false
545,porção,100,true
545,colher de sopa,30,false
546,porção,100,true
546,colher de sopa,30,false
547,porção,100,true
547,colher de sopa,30,false
548,porção,100,true
548,colher de sopa,30,false
549,porção,100,true
549,colher de sopa,30,false
550,porção,100,true
550,colher de sopa,30,false
551,porção,100,true
551,colher de sopa,30,false
552,porção,100,true
552,colher de sopa,30,false
553,porção,100,true
553,colher de sopa,30,false
554,porção,100,true
554,colher de sopa,30,false
555,porção,100,true
555,colher de sopa,30,false
556,porção,100,true
556,colher de sopa,30,false
557,colher de sopa,12,true
557,punhado,25,false
558,colher de sopa,12,true
558,punhado,25,false
559,colher de sopa,15,true
560,colher de sopa,20,true
561,concha média,80,true
561,colher de sopa,25,false
561,concha pequena,50,false
562,xícara,180,true
562,colher de sopa,20,false
563,concha média,80,true
563,colher de sopa,25,false
563,concha pequena,50,false
564,xícara,180,true
564,colher de sopa,20,false
565,concha média,80,true
565,colher de sopa,25,false
565,concha pequena,50,false
566,xícara,180,true
566,colher de sopa,20,false
567,concha média,80,true
567,colher de sopa,25,false
567,concha pequena,50,false
568,xícara,180,true
568,colher de sopa,20,false
569,concha média,80,true
569,colher de sopa,25,false
569,concha pequena,50,false
570,xícara,180,true
570,colher de sopa,20,false
571,concha média,80,true
571,colher de sopa,25,false
571,concha pequena,50,false
572,xícara,180,true
572,colher de sopa,20,false
573,concha média,80,true
573,colher de sopa,25,false
573,concha pequena,50,false
574,xícara,180,true
574,colher de sopa,20,false
575,xícara,180,true
575,colher de sopa,20,false
576,colher de sopa,20,true
577,concha média,80,true
577,colher de sopa,25,false
577,concha pequena,50,false
578,xícara,180,true
578,colher de sopa,20,false
579,unidade,20,true
580,unidade,25,true
581,colher de sopa,15,true
582,copo,200,true
583,colher de sopa,12,true
584,fatia,40,true
584,colher de sopa,30,false
585,unidade,5,true
585,colher de sopa,25,false
586,unidade,5,true
586,colher de sopa,25,false
587,colher de sopa,15,true
587,unidade,5,false
588,colher de sopa,15,true
588,unidade,5,false
589,colher de sopa,15,true
589,unidade,5,false
590,colher de sopa,15,true
590,unidade,5,false
591,colher de sopa,15,true
591,unidade,5,false
592,colher de sopa,15,true
592,unidade,5,false
593,colher de sopa,15,true
593,unidade,5,false
594,colher de sopa,15,true
594,unidade,5,false
595,colher de sopa,15,true
595,unidade,5,false
596,colher de sopa,15,true
596,unidade,5,false
597,colher de sopa,15,true
597,unidade,5,false
